코드,기준코드,기준,구코드,신코드,변경일,구_시도명,구_시군구명,신_시도명,신_시군구명,읍면동명
1230012800,2917012800,구코드,2917012800,1230012800,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,양산동
1230012900,2917012900,구코드,2917012900,1230012900,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,연제동
1230013000,2917013000,구코드,2917013000,1230013000,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,신용동
1230013100,2917013100,구코드,2917013100,1230013100,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,용두동
1230013200,2917013200,구코드,2917013200,1230013200,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,지야동
1230013300,2917013300,구코드,2917013300,1230013300,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,태령동
1230013400,2917013400,구코드,2917013400,1230013400,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,수곡동
1230013500,2917013500,구코드,2917013500,1230013500,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,효령동
1230013600,2917013600,구코드,2917013600,1230013600,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,용전동
1230013700,2917013700,구코드,2917013700,1230013700,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,용강동
1230013800,2917013800,구코드,2917013800,1230013800,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,생용동
1230013900,2917013900,구코드,2917013900,1230013900,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,월출동
1230014000,2917014000,구코드,2917014000,1230014000,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,대촌동
1230014100,2917014100,구코드,2917014100,1230014100,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,오룡동
1233010100,2920010100,구코드,2920010100,1233010100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송정동
1233010200,2920010200,구코드,2920010200,1233010200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,도산동
1233010300,2920010300,구코드,2920010300,1233010300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,도호동
1233010400,2920010400,구코드,2920010400,1233010400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,신촌동
1233010500,2920010500,구코드,2920010500,1233010500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,서봉동
1233010600,2920010600,구코드,2920010600,1233010600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,운수동
1233010700,2920010700,구코드,2920010700,1233010700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,선암동
1233010800,2920010800,구코드,2920010800,1233010800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,소촌동
1233010900,2920010900,구코드,2920010900,1233010900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,우산동
1233011000,2920011000,구코드,2920011000,1233011000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,황룡동
1233011100,2920011100,구코드,2920011100,1233011100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,박호동
1233011200,2920011200,구코드,2920011200,1233011200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,비아동
1233011300,2920011300,구코드,2920011300,1233011300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,도천동
1233011400,2920011400,구코드,2920011400,1233011400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,수완동
1233011500,2920011500,구코드,2920011500,1233011500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,월계동
1233011600,2920011600,구코드,2920011600,1233011600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,쌍암동
1233011700,2920011700,구코드,2920011700,1233011700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,산월동
1233011800,2920011800,구코드,2920011800,1233011800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,신창동
1233011900,2920011900,구코드,2920011900,1233011900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,신가동
1233012000,2920012000,구코드,2920012000,1233012000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,운남동
1233012100,2920012100,구코드,2920012100,1233012100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,안청동
1233012200,2920012200,구코드,2920012200,1233012200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,진곡동
1233012300,2920012300,구코드,2920012300,1233012300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,장덕동
1233012400,2920012400,구코드,2920012400,1233012400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,흑석동
1233012500,2920012500,구코드,2920012500,1233012500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,하남동
1233012600,2920012600,구코드,2920012600,1233012600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,장수동
1233012700,2920012700,구코드,2920012700,1233012700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,산정동
1233012800,2920012800,구코드,2920012800,1233012800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,월곡동
1233012900,2920012900,구코드,2920012900,1233012900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,등임동
1233013000,2920013000,구코드,2920013000,1233013000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,산막동
1233013100,2920013100,구코드,2920013100,1233013100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,고룡동
1233013200,2920013200,구코드,2920013200,1233013200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,신룡동
1233013300,2920013300,구코드,2920013300,1233013300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,두정동
1233013400,2920013400,구코드,2920013400,1233013400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,임곡동
1233013500,2920013500,구코드,2920013500,1233013500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,광산동
1233013600,2920013600,구코드,2920013600,1233013600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,오산동
1233013700,2920013700,구코드,2920013700,1233013700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,사호동
1233013800,2920013800,구코드,2920013800,1233013800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,하산동
1233013900,2920013900,구코드,2920013900,1233013900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,유계동
1233014000,2920014000,구코드,2920014000,1233014000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,본덕동
1233014100,2920014100,구코드,2920014100,1233014100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,용봉동
1233014200,2920014200,구코드,2920014200,1233014200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,요기동
1233014300,2920014300,구코드,2920014300,1233014300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,복룡동
1233014400,2920014400,구코드,2920014400,1233014400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송대동
1233014500,2920014500,구코드,2920014500,1233014500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,옥동
1233014600,2920014600,구코드,2920014600,1233014600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,월전동
1233014700,2920014700,구코드,2920014700,1233014700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,장록동
1233014800,2920014800,구코드,2920014800,1233014800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송촌동
1233014900,2920014900,구코드,2920014900,1233014900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,지죽동
1233015000,2920015000,구코드,2920015000,1233015000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,용동
1233015100,2920015100,구코드,2920015100,1233015100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,용곡동
1233015200,2920015200,구코드,2920015200,1233015200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,지정동
1233015300,2920015300,구코드,2920015300,1233015300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,명화동
1233015400,2920015400,구코드,2920015400,1233015400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,동산동
1233015500,2920015500,구코드,2920015500,1233015500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,연산동
1233015600,2920015600,구코드,2920015600,1233015600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,도덕동
1233015700,2920015700,구코드,2920015700,1233015700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송산동
1233015800,2920015800,구코드,2920015800,1233015800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,지평동
1233015900,2920015900,구코드,2920015900,1233015900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,오운동
1233016000,2920016000,구코드,2920016000,1233016000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,삼거동
1233016100,2920016100,구코드,2920016100,1233016100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,양동
1233016200,2920016200,구코드,2920016200,1233016200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,내산동
1233016300,2920016300,구코드,2920016300,1233016300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,대산동
1233016400,2920016400,구코드,2920016400,1233016400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송학동
1233016500,2920016500,구코드,2920016500,1233016500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,신동
1233016600,2920016600,구코드,2920016600,1233016600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,삼도동
1233016700,2920016700,구코드,2920016700,1233016700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,남산동
1233016800,2920016800,구코드,2920016800,1233016800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,송치동
1233016900,2920016900,구코드,2920016900,1233016900,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,산수동
1233017000,2920017000,구코드,2920017000,1233017000,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,선동
1233017100,2920017100,구코드,2920017100,1233017100,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,지산동
1233017200,2920017200,구코드,2920017200,1233017200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,왕동
1233017300,2920017300,구코드,2920017300,1233017300,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,북산동
1233017400,2920017400,구코드,2920017400,1233017400,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,명도동
1233017500,2920017500,구코드,2920017500,1233017500,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,동호동
1233017600,2920017600,구코드,2920017600,1233017600,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,덕림동
1233017700,2920017700,구코드,2920017700,1233017700,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,양산동
1233017800,2920017800,구코드,2920017800,1233017800,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,동림동
1233020200,2920020200,구코드,2920020200,1233020200,2026-06-30,광주광역시,광산구,전남광주통합특별시,광산구,오선동
1211010100,4611010100,구코드,4611010100,1211010100,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,용당동
1211010200,4611010200,구코드,4611010200,1211010200,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,산정동
1211010300,4611010300,구코드,4611010300,1211010300,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,연산동
1211010400,4611010400,구코드,4611010400,1211010400,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,대성동
1211010500,4611010500,구코드,4611010500,1211010500,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,양동
1211010600,4611010600,구코드,4611010600,1211010600,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,북교동
1211010700,4611010700,구코드,4611010700,1211010700,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,남교동
1211010800,4611010800,구코드,4611010800,1211010800,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,호남동
1211010900,4611010900,구코드,4611010900,1211010900,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,대안동
1211011000,4611011000,구코드,4611011000,1211011000,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,창평동
1211011100,4611011100,구코드,4611011100,1211011100,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,명륜동
1211011200,4611011200,구코드,4611011200,1211011200,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,죽동
1211011300,4611011300,구코드,4611011300,1211011300,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,무안동
1211011400,4611011400,구코드,4611011400,1211011400,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,측후동
1211011500,4611011500,구코드,4611011500,1211011500,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,상락동1가
1211011600,4611011600,구코드,4611011600,1211011600,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,상락동2가
1211011700,4611011700,구코드,4611011700,1211011700,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,복만동
1211011800,4611011800,구코드,4611011800,1211011800,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,동명동
1211011900,4611011900,구코드,4611011900,1211011900,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,광동1가
1211012000,4611012000,구코드,4611012000,1211012000,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,광동2가
1211012100,4611012100,구코드,4611012100,1211012100,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,광동3가
1211012200,4611012200,구코드,4611012200,1211012200,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,영해동1가
1211012300,4611012300,구코드,4611012300,1211012300,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,영해동2가
1211012400,4611012400,구코드,4611012400,1211012400,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,행복동1가
1211012500,4611012500,구코드,4611012500,1211012500,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,행복동2가
1211012600,4611012600,구코드,4611012600,1211012600,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,축복동1가
1211012700,4611012700,구코드,4611012700,1211012700,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,축복동2가
1211012800,4611012800,구코드,4611012800,1211012800,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,축복동3가
1211012900,4611012900,구코드,4611012900,1211012900,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,보광동1가
1211013000,4611013000,구코드,4611013000,1211013000,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,보광동2가
1211013100,4611013100,구코드,4611013100,1211013100,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,보광동3가
1211013200,4611013200,구코드,4611013200,1211013200,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,유달동
1211013300,4611013300,구코드,4611013300,1211013300,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,대의동1가
1211013400,4611013400,구코드,4611013400,1211013400,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,대의동2가
1211013500,4611013500,구코드,4611013500,1211013500,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,대의동3가
1211013600,4611013600,구코드,4611013600,1211013600,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,중앙동1가
1211013700,4611013700,구코드,4611013700,1211013700,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,중앙동2가
1211013800,4611013800,구코드,4611013800,1211013800,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,중앙동3가
1211013900,4611013900,구코드,4611013900,1211013900,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,만호동
1211014000,4611014000,구코드,4611014000,1211014000,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,수강동1가
1211014100,4611014100,구코드,4611014100,1211014100,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,수강동2가
1211014200,4611014200,구코드,4611014200,1211014200,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,해안동1가
1211014300,4611014300,구코드,4611014300,1211014300,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,해안동2가
1211014400,4611014400,구코드,4611014400,1211014400,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,해안동3가
1211014500,4611014500,구코드,4611014500,1211014500,2026-06-30,전라남도,목포시,전남광주통합특별시,목포시,해안동4가
